County_name,State_name,County_code,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,Calculated_Total,Total_matches
"Inyo County, California",06,027,2015,18373,7957,9159,9214,45.7,45955,1942.0,923.0,179.0,113.0,8370,608,8978,2.23,240100,844,,,22,3827,3301,7396,3849,290,18373,True
"Santa Barbara County, California",06,083,2015,435850,142713,217367,218483,33.6,63985,51447.0,21555.0,7195.0,6027.0,203616,17816,221432,2.92,465300,1369,,,284,98487,126814,150993,59556,16501,435850,True
"Imperial County, California",06,025,2015,178206,46452,87039,91167,32.2,41079,10599.0,3686.0,696.0,121.0,58391,12307,70698,3.61,151600,766,,,26,51022,44695,61773,20716,5630,178206,True
"Alameda County, California",06,001,2015,1584983,558907,808284,776699,37.1,75619,272700.0,134717.0,30924.0,30802.0,778132,70100,848232,2.78,543100,1367,,,1088,343309,397945,651796,191933,2676,1584983,True
"Napa County, California",06,055,2015,140295,49494,70497,69798,40.3,71379,20811.0,6600.0,2508.0,1401.0,68587,5581,74168,2.74,466800,1405,,,243,31100,29915,56197,23083,4241,140295,True
"San Francisco County, California",06,075,2015,840763,353287,412854,427909,38.5,81294,215189.0,92048.0,31357.0,16567.0,478373,34785,513158,2.32,799600,1558,,,569,112704,255814,353068,119177,834,840763,True
"Colusa County, California",06,011,2015,21396,6966,10267,11129,34.0,52168,1519.0,184.0,193.0,47.0,8837,1023,9860,3.04,196000,869,,,41,6051,4879,7735,2731,2408,21396,True
"Kings County, California",06,031,2015,150998,41554,67040,83958,31.4,46481,8941.0,2157.0,1036.0,204.0,50960,7602,58562,3.19,169500,881,,,204,41626,42330,53824,13218,7754,150998,True
"Fresno County, California",06,019,2015,956749,296305,479433,477316,31.4,45233,74082.0,23344.0,8874.0,4546.0,374564,57137,431701,3.17,194600,886,,,1009,277818,247820,326996,104115,38291,956749,True
"Orange County, California",06,059,2015,3116069,1009353,1576469,1539600,37.1,76509,506749.0,187565.0,57152.0,32667.0,1508753,124773,1633526,3.04,553600,1548,,,1151,725250,748213,1244949,397657,6546,3116069,True
"Sutter County, California",06,101,2015,95247,31917,47898,47349,35.4,52017,7354.0,2313.0,816.0,250.0,37520,5691,43211,2.95,198700,906,,,38,25300,21820,34742,13385,3199,95247,True
"San Joaquin County, California",06,077,2015,708554,219073,356154,352400,33.5,53274,54524.0,17034.0,5302.0,3161.0,280460,44592,325052,3.16,223000,1024,,,657,199312,168811,259719,80712,13638,708554,True
"San Diego County, California",06,073,2016,3253356,1103128,1618219,1635137,35.3,66529,487026.0,199234.0,58066.0,44596.0,1495776,126990,1622766,2.87,454600,1395,,,5276,727664,886823,1225434,413435,13032,3253356,True
"Tulare County, California",06,107,2016,455769,134153,227806,227963,30.4,42789,24659.0,8033.0,2901.0,1220.0,171147,20254,191401,3.36,169600,847,,,465,143945,112507,151825,47492,32839,455769,True
"Yolo County, California",06,113,2016,209671,72544,107403,102268,30.9,57663,25078.0,12765.0,4541.0,6541.0,93852,8105,101957,2.78,346200,1147,,,587,45453,70268,70169,23781,3802,209671,True
"Humboldt County, California",06,023,2016,135182,53689,67733,67449,37.6,42685,17031.0,5389.0,1872.0,1366.0,59587,6228,65815,2.44,279000,899,,,110,26399,36407,51623,20753,2307,135182,True
"Nevada County, California",06,057,2016,98639,40587,49806,48833,49.5,57429,16694.0,6092.0,1966.0,818.0,41251,3968,45219,2.4,355900,1205,,,175,17548,16351,41647,23093,425,98639,True
"Alpine County, California",06,003,2016,1184,343,492,692,42.8,62375,140.0,67.0,8.0,20.0,413,55,468,3.34,329500,1109,,,0,274,226,438,246,8,1184,True
"Madera County, California",06,039,2016,153366,43574,79331,74035,33.5,45742,8636.0,2558.0,784.0,518.0,54488,4872,59360,3.34,204800,963,,,184,42662,36762,54231,19711,9887,153366,True
"Mendocino County, California",06,045,2016,87409,34594,43775,43634,42.3,43510,9665.0,3374.0,1139.0,669.0,36803,4526,41329,2.46,319100,975,,,72,19043,16896,34928,16542,2290,87409,True
"Santa Cruz County, California",06,087,2016,270931,95062,136564,134367,37.0,70088,40953.0,18085.0,4872.0,4476.0,132206,10361,142567,2.72,615200,1482,,,471,54522,73929,105856,36624,7079,270931,True
"Trinity County, California",06,105,2016,13180,5468,6428,6752,50.6,35270,1594.0,339.0,72.0,39.0,4791,526,5317,2.35,270100,750,,,12,2277,1816,5906,3181,116,13180,True
"Los Angeles County, California",06,037,2016,10057155,3281845,5102539,4954616,35.8,57952,1348250.0,474729.0,155849.0,86083.0,4709319,460565,5169884,3.01,465000,1264,,,4954,2296785,2612640,3920528,1227202,19679,10057155,True
"Riverside County, California",06,065,2016,2323892,705716,1167766,1156126,34.8,57972,198192.0,79849.0,20311.0,12893.0,946798,120960,1067758,3.25,276300,1212,,,2299,613547,555284,848569,306492,14490,2323892,True
"San Bernardino County, California",06,071,2016,2106754,618922,1058829,1047925,32.7,54469,162213.0,63738.0,14542.0,9429.0,847144,104472,951616,3.32,256000,1144,,,857,576482,542638,769429,218205,5042,2106754,True
"Santa Clara County, California",06,085,2016,1885056,626579,935833,949223,36.8,101173,342701.0,208794.0,34369.0,44998.0,938545,65981,1004526,2.95,752400,1813,,,1493,435218,455223,764341,230274,5141,1885056,True
"Marin County, California",06,041,2016,259358,104400,132613,126745,45.7,100310,61100.0,28898.0,12285.0,6010.0,130366,7021,137387,2.41,859400,1764,,,421,53207,39968,115707,50476,700,259358,True
"Placer County, California",06,061,2016,370571,136730,189781,180790,41.5,76926,63509.0,21583.0,6611.0,2986.0,166417,12582,178999,2.68,380900,1339,,,678,85141,69806,149445,66179,923,370571,True
"Siskiyou County, California",06,093,2016,43668,19045,21955,21713,47.9,38524,4715.0,1640.0,491.0,183.0,16240,2161,18401,2.26,173100,828,,,66,8841,7554,17332,9941,1518,43668,True
"Shasta County, California",06,089,2016,179228,69713,91325,87903,42.3,45582,16539.0,5537.0,2228.0,857.0,70876,6728,77604,2.53,223500,945,,,92,38822,36984,68852,34570,1598,179228,True
"Solano County, California",06,095,2016,429596,145315,216078,213518,37.5,69227,50923.0,14765.0,4536.0,2445.0,191173,21347,212520,2.88,305900,1337,,,826,98840,102287,170194,58275,2607,429596,True
"Del Norte County, California",06,015,2016,27628,9443,12460,15168,38.1,42363,1688.0,678.0,311.0,214.0,8922,1041,9963,2.55,183600,818,,,0,5855,6461,11090,4222,452,27628,True
"Glenn County, California",06,021,2016,27976,9801,13760,14216,36.9,41699,1703.0,357.0,147.0,62.0,10629,1172,11801,2.82,215800,750,,,27,7572,5916,10415,4073,2270,27976,True
"Butte County, California",06,007,2016,223877,85505,112951,110926,36.9,44366,25225.0,8002.0,2915.0,1611.0,91019,10933,101952,2.55,228500,936,,,366,45472,61391,78869,38145,3597,223877,True
"Plumas County, California",06,063,2016,18754,8376,9270,9484,51.7,50125,1828.0,988.0,271.0,94.0,7320,977,8297,2.19,221300,846,,,12,3108,2940,8033,4673,667,18754,True
"San Luis Obispo County, California",06,079,2016,278680,104404,137108,141572,39.0,64014,39994.0,15020.0,4296.0,3476.0,128359,7479,135838,2.51,471800,1257,,,477,50812,75701,103243,48924,3679,278680,True
"Kern County, California",06,029,2016,871337,262337,424258,447079,31.2,49788,54412.0,18553.0,5182.0,3122.0,330594,44848,375442,3.2,175600,905,,,939,256757,226832,301706,86042,40250,871337,True
"Ventura County, California",06,111,2016,843110,269338,425668,417442,37.3,78593,111571.0,45763.0,12888.0,8589.0,403177,32651,435828,3.09,481400,1572,,,591,204168,193120,331202,114620,21785,843110,True
"Calaveras County, California",06,009,2016,44787,17713,22631,22156,51.2,53502,4645.0,1550.0,424.0,226.0,16565,1758,18323,2.5,259000,1120,,,46,8042,6671,18829,11245,296,44787,True
"San Mateo County, California",06,081,2016,754748,261010,383203,371545,39.5,98546,148547.0,66121.0,20918.0,16375.0,395999,23439,419438,2.85,845300,1830,,,604,162440,164010,317779,110519,1948,754748,True
"Tuolumne County, California",06,109,2016,53864,22083,25730,28134,48.2,50731,5312.0,1929.0,538.0,255.0,19597,2570,22167,2.29,259800,936,,,76,8983,10408,21845,12628,455,53864,True
"Amador County, California",06,005,2016,36963,14248,17124,19839,50.3,57032,4212.0,1192.0,540.0,240.0,12835,1677,14512,2.31,265900,1061,,,70,5745,5948,16128,9142,296,36963,True
"Lake County, California",06,033,2016,64076,26194,32094,31982,45.8,36132,4821.0,1810.0,528.0,309.0,22432,3554,25986,2.41,167300,882,,,109,13028,11804,26122,13122,1437,64076,True
"Modoc County, California",06,049,2016,9033,3670,4396,4637,47.1,41194,926.0,208.0,61.0,26.0,3531,259,3790,2.32,144600,681,,,0,1812,1484,3649,2088,635,9033,True
"Inyo County, California",06,027,2016,18326,7973,9091,9235,45.4,47278,1991.0,973.0,129.0,148.0,8307,555,8862,2.22,235500,829,,,30,3772,3352,7249,3953,344,18326,True
"Santa Barbara County, California",06,083,2016,439395,143051,219236,220159,33.7,65161,51832.0,22062.0,7146.0,6101.0,206094,16101,222195,2.93,480000,1423,,,406,98870,128178,150830,61517,16979,439395,True
"Imperial County, California",06,025,2016,178807,45800,87483,91324,32.2,42560,10576.0,3627.0,680.0,146.0,58456,12048,70504,3.68,159000,778,,,73,51341,44844,61311,21311,5333,178807,True
"Alameda County, California",06,001,2016,1605217,564293,818487,786730,37.2,79831,282754.0,141689.0,32639.0,31512.0,801026,61327,862353,2.79,593500,1432,,,1280,344212,404549,656757,199699,2659,1605217,True
"Napa County, California",06,055,2016,140823,49375,70813,70010,40.7,74609,21345.0,6815.0,2523.0,1452.0,69893,4910,74803,2.76,503100,1442,,,283,30852,29929,56093,23949,4480,140823,True
"San Francisco County, California",06,075,2016,850282,356797,417056,433226,38.4,87701,220335.0,95666.0,32831.0,17732.0,488560,32234,520794,2.33,858800,1632,,,755,114628,259353,354006,122295,918,850282,True
"Colusa County, California",06,011,2016,21361,6962,10264,11097,34.7,54946,1474.0,233.0,195.0,30.0,9161,871,10032,3.04,205000,896,,,47,5936,4827,7818,2780,2719,21361,True
"Kings County, California",06,031,2016,150261,41845,67054,83207,31.4,47241,8378.0,2128.0,969.0,268.0,52048,6890,58938,3.18,172000,889,,,282,41331,42114,53185,13631,7820,150261,True
"Fresno County, California",06,019,2016,963160,299456,482633,480527,31.6,45963,76303.0,24116.0,8969.0,4887.0,380621,51478,432099,3.16,204900,901,,,1480,278246,248640,328349,107925,37732,963160,True
"Orange County, California",06,059,2016,3132211,1017012,1585524,1546687,37.3,78145,520755.0,195472.0,58548.0,32797.0,1532549,111106,1643655,3.04,584200,1608,,,1890,721172,750571,1247767,412701,6857,3132211,True
"Sutter County, California",06,101,2016,95406,32028,47920,47486,35.6,52943,7623.0,2310.0,766.0,269.0,38409,4836,43245,2.95,213100,941,,,96,25180,21761,34670,13795,3491,95406,True
"San Joaquin County, California",06,077,2016,714860,221707,359141,355719,33.7,55045,55004.0,16993.0,5472.0,2828.0,287650,38954,326604,3.16,246900,1057,,,1039,199521,170038,261385,83916,13744,714860,True
"Merced County, California",06,047,2016,265001,78270,131219,133782,30.6,44397,13682.0,4956.0,1238.0,1165.0,97146,18143,115289,3.31,171800,882,,,188,79805,68449,89011,27736,12820,265001,True
"Mariposa County, California",06,043,2016,17645,7255,8764,8881,50.6,49265,1879.0,839.0,210.0,137.0,7167,780,7947,2.29,250800,820,,,24,2918,2935,7411,4381,266,17645,True
"Yuba County, California",06,115,2016,73897,25655,36426,37471,32.2,48739,4885.0,1693.0,432.0,99.0,26389,3822,30211,2.83,190700,918,,,140,20606,18977,25851,8463,1349,73897,True
"Contra Costa County, California",06,013,2016,1107925,387540,567254,540671,39.1,82881,192616.0,73252.0,22496.0,14818.0,521577,43374,564951,2.83,472900,1506,,,1618,260665,233070,456827,157363,2639,1107925,True
"Lassen County, California",06,035,2016,31945,9501,10754,21191,36.4,51457,1749.0,728.0,281.0,103.0,9044,942,9986,2.31,174500,919,,,34,5262,10079,12682,3922,577,31945,True
"Stanislaus County, California",06,099,2016,530561,170328,268410,262151,33.8,51591,36783.0,11983.0,4428.0,1544.0,212544,33913,246457,3.08,216000,1005,,,388,145560,128046,192512,64443,11289,530561,True
"Sonoma County, California",06,097,2016,497776,189043,253857,243919,41.2,66833,74393.0,26826.0,10000.0,4723.0,243985,18297,262282,2.59,464700,1380,,,709,102675,109048,202709,83344,7501,497776,True
"Tehama County, California",06,103,2016,63015,23573,31636,31379,40.6,40687,3939.0,1353.0,441.0,179.0,23094,3340,26434,2.64,178600,781,,,78,15159,12318,24262,11276,1344,63015,True
"Mono County, California",06,051,2016,14051,4950,6500,7551,38.9,58937,2063.0,539.0,224.0,20.0,7642,665,8307,2.77,286100,1107,,,9,2783,3642,5770,1856,429,14051,True
"San Benito County, California",06,069,2016,58051,17390,28989,29062,35.1,73814,4777.0,1439.0,500.0,233.0,26637,3211,29848,3.32,423100,1316,,,72,15708,13264,22560,6519,1861,58051,True
"Sacramento County, California",06,067,2016,1479300,527335,756345,722955,35.7,57509,189759.0,64859.0,22097.0,9868.0,648876,74025,722901,2.76,271300,1065,,,966,360897,363713,565426,189264,5257,1479300,True
"El Dorado County, California",06,017,2016,183000,67528,91651,91349,45.2,72586,27316.0,10371.0,3390.0,1900.0,80240,8506,88746,2.68,379200,1105,,,469,38406,32126,79757,32711,834,183000,True
"Monterey County, California",06,053,2016,430201,125916,210318,219883,33.7,60889,38978.0,16843.0,4788.0,3361.0,180631,13288,193919,3.27,393300,1275,,,351,113889,109483,155276,51553,32242,430201,True
"Sierra County, California",06,091,2016,2931,1275,1482,1449,55.2,43984,352.0,82.0,20.0,17.0,1225,50,1275,2.27,170300,961,,,0,425,317,1425,764,67,2931,True
"Merced County, California",06,047,2017,267390,79261,132345,135045,30.8,46338,14006.0,5063.0,1337.0,1135.0,99026,16969,115995,3.3,196200,934,16103.0,60330.0,349,79864,69132,89783,28611,12351,267390,True
"Lake County, California",06,033,2017,64095,26327,32307,31788,45.8,40446,4588.0,1678.0,577.0,273.0,22691,2872,25563,2.4,182000,914,6790.0,18839.0,136,13128,11618,25788,13561,1497,64095,True
"Mariposa County, California",06,043,2017,17658,7434,8795,8863,51.1,51385,2017.0,933.0,253.0,132.0,7009,777,7786,2.23,259500,869,1707.0,5446.0,41,2902,2945,7213,4598,252,17658,True
"Modoc County, California",06,049,2017,9017,3638,4358,4659,47.8,39296,859.0,227.0,50.0,0.0,3231,263,3494,2.34,143100,739,1066.0,2507.0,0,1758,1453,3592,2214,517,9017,True
"Yuba County, California",06,115,2017,74644,25880,36563,38081,32.4,51776,5573.0,1565.0,406.0,84.0,27832,3057,30889,2.83,207100,923,4268.0,20851.0,188,20665,19131,26161,8687,1215,74644,True
"Contra Costa County, California",06,013,2017,1123678,389597,575003,548675,39.2,88456,198521.0,76942.0,22425.0,14617.0,535401,39750,575151,2.86,522300,1600,36008.0,345194.0,2507,261503,236836,461568,163771,2382,1123678,True
"Inyo County, California",06,027,2017,18195,8026,9023,9172,45.6,51500,2103.0,915.0,160.0,166.0,8275,450,8725,2.19,243100,875,1421.0,6105.0,44,3708,3310,7218,3959,418,18195,True
"Lassen County, California",06,035,2017,31470,9441,10684,20786,36.2,54083,1761.0,652.0,248.0,120.0,9052,729,9781,2.28,177500,942,2143.0,7034.0,34,5025,10181,12263,4001,634,31470,True
"Stanislaus County, California",06,099,2017,535684,171324,270860,264824,33.9,54260,38138.0,11704.0,4612.0,1748.0,219505,29240,248745,3.1,244100,1049,30506.0,136694.0,635,146335,129347,194158,65844,11912,535684,True
"Santa Barbara County, California",06,083,2017,442996,144015,221041,221955,33.7,68023,54031.0,23123.0,7370.0,6240.0,211793,14894,226687,2.94,509400,1496,20048.0,119659.0,471,99286,129718,150782,63210,17561,442996,True
"Sonoma County, California",06,097,2017,500943,190058,255562,245381,41.4,71769,77016.0,28192.0,9981.0,5073.0,249134,15700,264834,2.59,513300,1456,20913.0,163013.0,798,101946,109136,202722,87139,7023,500943,True
"Tehama County, California",06,103,2017,63247,23712,31795,31452,41.1,42512,4202.0,1350.0,521.0,122.0,23849,2692,26541,2.63,191400,812,6067.0,16907.0,95,15127,12328,24084,11708,1272,63247,True
"Imperial County, California",06,025,2017,179957,45198,87994,91963,32.2,44779,10692.0,3877.0,742.0,187.0,59757,11415,71172,3.77,167700,805,11776.0,31824.0,109,51734,45316,61091,21816,5335,179957,True
"Mono County, California",06,051,2017,14058,4899,6625,7433,38.3,60595,2250.0,614.0,164.0,29.0,7864,290,8154,2.8,311700,1103,1021.0,3674.0,4,2738,3740,5659,1921,542,14058,True
"San Benito County, California",06,069,2017,58671,17440,29463,29208,35.4,80760,4980.0,1476.0,453.0,261.0,27688,2686,30374,3.35,459700,1369,1779.0,15279.0,130,15629,13387,22765,6890,1721,58671,True
"Alameda County, California",06,001,2017,1629615,569070,829966,799649,37.3,85743,293137.0,149371.0,34121.0,32665.0,826310,53175,879485,2.81,649100,1547,63741.0,490044.0,1579,344912,411001,665009,208693,2764,1629615,True
"Sacramento County, California",06,067,2017,1495400,532050,764720,730680,35.9,60239,196514.0,67958.0,22412.0,10702.0,666790,64575,731365,2.76,299900,1122,70408.0,443314.0,1243,361889,367148,571634,194729,5196,1495400,True
"El Dorado County, California",06,017,2017,185015,68084,92711,92304,45.5,74885,28348.0,10599.0,3416.0,1885.0,80373,7042,87415,2.69,405900,1122,8418.0,57510.0,687,38163,32432,79470,34950,867,185015,True
"Napa County, California",06,055,2017,141005,49044,70694,70311,40.8,79637,22344.0,7116.0,2977.0,1418.0,71110,4068,75178,2.79,560500,1541,5533.0,42419.0,377,30346,30074,56064,24521,3842,141005,True
"Monterey County, California",06,053,2017,433168,125939,212152,221016,33.9,63249,39587.0,17199.0,5241.0,3414.0,182439,11717,194156,3.3,441000,1338,23046.0,99361.0,525,114309,109118,155996,53745,32213,433168,True
"San Francisco County, California",06,075,2017,864263,358772,423630,440633,38.3,96265,228294.0,100265.0,33789.0,18718.0,504914,29102,534016,2.35,927400,1709,44729.0,304567.0,816,115952,263969,355958,128384,1013,864263,True
"Sierra County, California",06,091,2017,2885,1208,1397,1488,55.0,44190,344.0,114.0,20.0,17.0,1149,64,1213,2.36,157100,919,352.0,837.0,0,426,333,1363,763,53,2885,True
"Tulare County, California",06,107,2017,458809,135144,229321,229488,30.6,44871,24752.0,8504.0,2505.0,1130.0,173820,19405,193225,3.35,180200,877,34783.0,95074.0,609,143843,112977,153077,48912,32263,458809,True
"Yolo County, California",06,113,2017,212605,72845,108988,103617,30.9,61621,25761.0,13161.0,4996.0,6487.0,95944,7489,103433,2.81,370800,1204,9068.0,61256.0,710,45711,71555,70862,24477,4234,212605,True
"Humboldt County, California",06,023,2017,135490,53966,67982,67508,37.7,43718,17668.0,5838.0,2115.0,1263.0,59592,5850,65442,2.43,285800,914,8712.0,43188.0,134,26358,36145,51236,21751,2455,135490,True
"Nevada County, California",06,057,2017,98838,40386,50106,48732,49.8,60610,17134.0,6643.0,2156.0,941.0,42302,3348,45650,2.42,379800,1217,5316.0,33789.0,254,17372,16180,41160,24126,456,98838,True
"Alpine County, California",06,003,2017,1203,304,539,664,44.9,63438,121.0,57.0,10.0,20.0,374,64,438,3.84,343800,1083,27.0,266.0,0,258,231,383,331,13,1203,True
"Madera County, California",06,039,2017,154440,44458,79857,74583,33.7,48210,8945.0,2836.0,913.0,602.0,56076,5045,61121,3.29,220400,980,10542.0,32401.0,256,42747,36848,54654,20191,9697,154440,True
"Mendocino County, California",06,045,2017,87497,34182,43829,43668,42.4,46528,10117.0,3237.0,1179.0,752.0,37084,4304,41388,2.5,338000,1048,7078.0,25894.0,99,19038,16875,34363,17221,2352,87497,True
"Santa Cruz County, California",06,087,2017,273263,95536,137609,135654,37.3,73663,41971.0,18611.0,5156.0,4869.0,133847,9672,143519,2.73,659900,1552,11331.0,81697.0,587,54347,74647,105384,38885,6805,273263,True
"Trinity County, California",06,105,2017,13037,5462,6434,6603,51.4,36563,1556.0,306.0,52.0,52.0,4800,507,5307,2.33,286500,803,1719.0,3589.0,4,2163,1845,5699,3330,153,13037,True
"Los Angeles County, California",06,037,2017,10105722,3295198,5126081,4979641,36.0,61015,1384333.0,492924.0,158811.0,88238.0,4805817,406426,5212243,3.01,495800,1322,538359.0,2649480.0,6436,2273580,2624186,3942972,1264984,19759,10105722,True
"Riverside County, California",06,065,2017,2355002,711724,1183291,1171711,35.0,60807,205329.0,83333.0,21150.0,13123.0,978726,107383,1086109,3.26,304500,1251,101093.0,592038.0,3086,613721,562903,861399,316979,14368,2355002,True
"San Bernardino County, California",06,071,2017,2121220,623642,1066050,1055170,32.9,57156,168511.0,66158.0,15271.0,9730.0,869658,95079,964737,3.31,280200,1182,96801.0,497411.0,1343,573723,547049,775274,225174,4846,2121220,True
"Santa Clara County, California",06,085,2017,1911226,630451,947909,963317,37.0,106761,351778.0,220693.0,35568.0,47562.0,967294,58215,1025509,2.98,829600,1955,50251.0,566263.0,2160,435016,464054,772191,239965,5394,1911226,True
"Marin County, California",06,041,2017,260814,104846,133391,127423,46.1,104703,62021.0,29375.0,12594.0,5886.0,130570,6211,136781,2.42,908800,1863,8607.0,93586.0,508,53113,39842,114894,52965,680,260814,True
"Placer County, California",06,061,2017,374985,138564,191964,183021,41.6,80488,65212.0,22438.0,7136.0,2985.0,170791,10216,181007,2.68,413300,1398,13561.0,121423.0,816,85279,70365,151097,68244,1141,374985,True
"Siskiyou County, California",06,093,2017,43530,19018,21824,21706,47.9,40884,4777.0,1720.0,524.0,183.0,16544,1655,18199,2.26,176600,829,4052.0,14458.0,98,8815,7371,17164,10180,1765,43530,True
"Shasta County, California",06,089,2017,178919,70486,91166,87753,41.8,47258,17495.0,6099.0,2400.0,721.0,72195,5246,77441,2.49,233500,966,14166.0,53685.0,164,38767,37110,68314,34728,1526,178919,True
"Solano County, California",06,095,2017,434981,147352,218907,216074,37.7,72950,52721.0,15710.0,4602.0,2444.0,196309,18266,214575,2.88,342000,1407,16093.0,127539.0,1267,98898,103249,171280,61554,2583,434981,True
"Del Norte County, California",06,015,2017,27442,9683,12434,15008,38.7,41287,1695.0,666.0,298.0,145.0,8742,916,9658,2.5,185900,826,1930.0,7129.0,0,5827,6188,11070,4357,449,27442,True
"Colusa County, California",06,011,2017,21479,7047,10322,11157,34.7,56481,1524.0,338.0,226.0,36.0,9470,592,10062,3.02,223600,896,1553.0,5316.0,72,5964,4870,7773,2872,2655,21479,True
"Glenn County, California",06,021,2017,27935,9936,13722,14213,36.8,46260,1819.0,291.0,150.0,68.0,10775,1096,11871,2.78,214600,775,3036.0,6441.0,34,7508,5917,10339,4171,2502,27935,True
"Butte County, California",06,007,2017,225207,86167,113620,111587,36.9,46516,25811.0,8343.0,3253.0,1440.0,93439,9329,102768,2.54,238200,970,12974.0,70498.0,427,45454,61853,78951,38949,3668,225207,True
"Kings County, California",06,031,2017,150183,42349,67201,82982,31.5,49742,8518.0,2203.0,1018.0,252.0,53158,5683,58841,3.18,185600,918,9351.0,31492.0,462,41163,42033,52772,14215,8101,150183,True
"Plumas County, California",06,063,2017,18724,8287,9292,9432,52.1,50266,1806.0,1114.0,271.0,80.0,7260,752,8012,2.21,228900,840,1988.0,5981.0,5,3066,2830,8004,4824,556,18724,True
"San Luis Obispo County, California",06,079,2017,280119,105044,137937,142182,39.0,67175,39299.0,15447.0,4622.0,3809.0,129277,6586,135863,2.51,499800,1326,11976.0,90169.0,584,50766,75977,102714,50662,3858,280119,True
"Fresno County, California",06,019,2017,971616,301824,486949,484667,31.8,48730,78378.0,25209.0,9767.0,5035.0,392003,45315,437318,3.16,220600,931,62139.0,228210.0,2684,279215,250075,331458,110868,36920,971616,True
"Kern County, California",06,029,2017,878744,264993,428351,450393,31.3,50826,55523.0,19285.0,5010.0,3263.0,335688,41082,376770,3.2,190600,933,57607.0,197738.0,1310,257652,228411,303454,89227,42158,878744,True
"Orange County, California",06,059,2017,3155816,1024976,1597571,1558245,37.5,81851,537600.0,202104.0,60031.0,33381.0,1560997,96039,1657036,3.04,620500,1693,97075.0,904714.0,2663,716767,755511,1257093,426445,7219,3155816,True
"Ventura County, California",06,111,2017,847834,270046,428298,419536,37.5,81972,114671.0,46109.0,13277.0,9202.0,410179,28752,438931,3.09,520300,1643,34244.0,230689.0,760,202341,194425,331822,119246,22705,847834,True
"Calaveras County, California",06,009,2017,45057,17812,22765,22292,51.6,54800,4306.0,1705.0,383.0,210.0,16721,1281,18002,2.5,273400,1195,3454.0,13820.0,63,7945,6847,18680,11585,392,45057,True
"Sutter County, California",06,101,2017,95583,32188,47970,47613,35.7,54347,7398.0,2344.0,817.0,258.0,38207,4491,42698,2.94,234500,980,5689.0,25545.0,207,25120,21707,34799,13957,3800,95583,True
"San Mateo County, California",06,081,2017,763450,261796,387305,376145,39.6,105667,153522.0,71057.0,21924.0,17695.0,404882,20174,425056,2.88,917700,1973,24383.0,232316.0,831,162234,167053,319099,115064,2001,763450,True
"Tuolumne County, California",06,109,2017,53899,22267,25870,28029,48.6,54325,5362.0,2045.0,717.0,296.0,20401,1750,22151,2.27,273500,961,4382.0,17158.0,77,9047,10293,21585,12974,570,53899,True
"San Joaquin County, California",06,077,2017,724153,223808,363906,360247,33.9,57813,55477.0,17720.0,5374.0,2932.0,296264,33271,329535,3.17,281100,1100,42061.0,175226.0,1378,200364,172147,265104,86538,13743,724153,True
"Amador County, California",06,005,2017,37306,14185,17301,20005,50.6,60636,4285.0,1240.0,584.0,289.0,13444,1371,14815,2.37,278600,1056,2368.0,11364.0,66,5731,6058,15952,9565,324,37306,True
"San Diego County, California",06,073,2017,3283665,1111739,1632518,1651147,35.4,70588,505483.0,209580.0,60233.0,45618.0,1536073,116758,1652831,2.87,484900,1467,118026.0,970352.0,7612,728462,892901,1237085,425217,12476,3283665,True
"Lake County, California",06,033,2018,64148,25966,32269,31879,45.6,42475,4759.0,1654.0,628.0,283.0,23589,2556,26145,2.43,195400,968,6266.0,19016.0,173,13290,11437,25480,13941,1601,64148,True
"Merced County, California",06,047,2018,269075,79606,133259,135816,30.9,50129,14395.0,5369.0,1267.0,1020.0,102638,14912,117550,3.31,229500,973,13518.0,63910.0,530,80062,69488,90205,29320,12709,269075,True
"Mariposa County, California",06,043,2018,17540,7700,8620,8920,51.4,51199,1997.0,842.0,238.0,120.0,7051,676,7727,2.13,269500,799,1397.0,6024.0,32,2865,2901,7084,4690,236,17540,True
"Modoc County, California",06,049,2018,8938,3660,4325,4613,47.7,45149,706.0,307.0,56.0,9.0,3125,274,3399,2.31,133300,705,1022.0,2558.0,0,1733,1547,3365,2293,609,8938,True
"Contra Costa County, California",06,013,2018,1133247,392277,579546,553701,39.4,93712,203101.0,82449.0,23381.0,15406.0,547323,35563,582886,2.86,582400,1702,30633.0,354641.0,3690,261300,238221,463944,169782,2544,1133247,True
"Inyo County, California",06,027,2018,18085,8083,9001,9084,45.7,52874,2127.0,1028.0,153.0,144.0,8090,447,8537,2.16,262400,891,1357.0,6310.0,49,3635,3253,7049,4148,381,18085,True
"Stanislaus County, California",06,099,2018,539301,172682,272457,266844,34.0,57387,39083.0,11898.0,4537.0,2005.0,222532,26130,248662,3.09,272400,1099,25775.0,143603.0,878,146907,129823,194801,67770,11934,539301,True
"Santa Barbara County, California",06,083,2018,443738,144962,221530,222208,33.7,71657,54801.0,23998.0,7254.0,6581.0,211751,13861,225612,2.92,549900,1576,16369.0,124591.0,537,99117,129780,150066,64775,18044,443738,True
